X,Y,Label
2.7539895128728773,3.540739113090524,1
1.4545236945647217,2.554138025988315,1
4.464734771738273,4.48146544466719,1
0.6279265523191813,1.0362143906909338,1
0.2573360165041494,2.204049218253182,1
0.14938105439283478,2.2841661219735556,1
3.2457202380738037,1.3924364132398765,-1
3.3812745099006563,2.9543140870817544,-1
0.11990941188582682,2.79427043995441,1
1.296262234537327,2.075505985050348,1
1.4176254088565936,3.4656895915649817,1
2.2022685883536974,0.7843386923748163,-1
2.7232450901592236,3.901573822556835,1
1.5318176618808987,1.109789419660907,-1
1.9398562877782437,4.681918249302152,1
4.879977112364669,3.3619183795640684,-1
4.51417054269199,4.228754356465896,-1
1.8899702066444457,0.4610850443586212,-1
3.2670545126176807,2.7892038119422544,-1
1.8078238153128905,1.1252725241991595,-1
2.032599581881243,2.3447012434958454,1
1.3461778912553064,1.458963871127163,1
2.28843199661489,4.302669564734632,1
2.931264522339107,1.417439312161049,-1
1.3898875331180065,2.2731103776097337,1
1.0270517230249376,1.0068935552153657,-1
2.5701752990872095,0.43614684390402336,-1
2.4179276617579326,1.8108810619391669,-1
3.5384331090783556,3.7337311155100226,1
3.4554646092788217,3.4459020687745707,-1
1.8680006207446413,3.3406740236763377,1
1.6992433197840895,2.863969349344375,1
1.6290357903243724,2.22572524631766,1
0.30764465414969633,1.2133771109216906,1
4.858013030867838,1.15292102177537,-1
3.457387554736651,3.2523842910686978,-1
3.6196956971874106,2.3754430531721566,-1
2.9833188730093143,0.3348471196641317,-1
0.3628106891111671,0.9948801314853917,1
0.7593049850427053,0.5005217229072234,-1
0.6464693230442708,2.7663886590382676,1
0.9390741246193912,4.760506215156041,1
3.4080588940371332,2.7050983667988557,-1
3.5359030040394885,1.319433354762567,-1
4.633628421268639,4.1959652889998535,-1
3.631597492140186,2.40119978042705,-1
4.210515929383234,3.7237616171217964,-1
3.3016295319980626,4.569876335029689,1
3.1683278189378736,1.829702924263047,-1
2.764222865752228,0.9819028835006843,-1
0.9603614819680156,3.6283481196641043,1
3.9246835171556556,4.860491818418829,1
4.254857085207508,2.717971632979114,-1
0.44895434761532405,2.4443662230805643,1
4.639681737810628,3.9380909975173815,-1
2.4254711302704406,2.2763968074044314,-1
1.0899288420467679,0.8860669040091179,-1
0.36811834609678795,4.461965937935463,1
3.2008830844952945,0.7166615873566068,-1
2.0706345985810364,0.2455446219893681,-1
1.0468667476118183,3.6535406206451917,1
3.255613852207997,2.3948914868848887,-1
1.3739025274781964,3.2611156253309237,1
4.782247556586902,2.177602780875964,-1
0.3506625254383511,0.28865743911483777,-1
0.41435509398778714,4.798535936266106,1
2.7038041809324693,4.187312163348612,1
0.8501677211856734,1.3017253636445758,1
3.4598875593642138,4.477851640709918,1
1.7034424223007978,0.3233659899514163,-1
4.3205983470532185,1.4543622291473801,-1
3.7054120319978128,0.79016827350747,-1
3.4748171757043793,4.20709809515574,1
3.6357603937335465,1.795537624317457,-1
3.6334487574509895,0.6973356209123016,-1
1.5690955761661103,2.0979137834147226,1
4.386060194721585,0.768701042855715,-1
4.400623951246578,3.9948215961040194,-1
4.858121485389903,1.838514916517302,-1
1.0246988445388956,1.202851601672995,1
4.139314007107105,4.826140742969577,1
3.4940499919021173,2.4124852088691497,-1
1.4352488234056642,4.1684394217157985,1
4.360897541997129,0.46065795900295803,-1
1.0797473550988834,4.158805452289332,1
4.241519485397481,1.5732649938199867,-1
1.3964729842342816,2.1540751100923,1
2.697232501323334,0.47783407503306785,-1
4.184560693568075,2.673674351756605,-1
3.8748390752046182,1.1541813278816342,-1
4.826466755531829,3.7551365365918965,-1
1.7154693219598072,4.742638234799774,1
3.502558894831364,4.202805427431185,1
0.22748652927934432,0.27820770525844085,1
3.713686367748144,1.5234321647419602,-1
2.5839218292162265,0.7813121183563676,-1
4.889762048284924,2.5137552383720974,-1
4.145005392373627,0.370188981399982,-1
2.3945772610891907,0.31139740202887956,-1
4.421207155438686,2.229050893564794,-1
0.774199673047347,1.2072123749395662,-1
0.8059851292638283,1.2389978311560474,1
2.65517063201268,3.088183333904899,1
0.8022656180209231,0.3692529161287038,-1
1.235089272049771,0.8020765701575517,-1
2.245428336666056,2.678441038558275,-1
2.4911313240738298,2.0581186221816106,1
2.8332476609670296,2.4002349590748104,-1
2.9820507256196294,3.4150634275118485,-1
1.9912459985706739,2.424258700462893,1
